Review	Liked
We really enjoyed the perfect pasta tonight. The salad was amazing too.	1
flavorful burger and a great atmosphere overall. The bread was quick too.	1
Best restaurant I've had in a long time, truly fresh.	1
flavorful food and a great atmosphere overall. The salad was great too.	1
Would not recommend, the sushi was awful.	0
We really regretted the bland dessert tonight.	0
What a burnt place, the waiter fell far short. The burger was dirty too.	0
The ambience here is tasty and worth every penny. The staff was charming too.	1
The dessert was soggy. The bread was bland too.	0
We really regretted the tasteless place tonight. The salad was horrible too.	0
What a overpriced place, the dessert fell far short.	0
We really regretted the awful ambience tonight.	0
The food here is awful and not worth the money. The pizza was terrible too.	0
The pasta here is outstanding and worth every penny. The burger was amazing too.	1
Would not recommend, the pizza was unfriendly. The staff was burnt too.	0
What a tasty place, the food exceeded expectations. The waiter was delicious too.	1
Best pizza I've had in a long time, truly cozy.	1
charming bread and a great atmosphere overall.	1
We really enjoyed the amazing burger tonight.	1
wonderful food and a great atmosphere overall. The salad was outstanding too.	1
The staff here is horrible and not worth the money.	0
Such a disappointing experience with the salad.	0
Absolutely quick steak, will come back again. The menu was delightful too.	1
The chef here is lovely and worth every penny.	1
The coffee was cozy.	1
The waitress was underwhelming.	0
We really enjoyed the charming salad tonight.	1
Absolutely unfriendly service, never coming back. The place was unfriendly too.	0
Highly recommend, the salad was great.	1
I hated the overpriced pasta here. The restaurant was horrible too.	0
I loved the fantastic ambience here. The burger was charming too.	1
The steak was burnt. The ambience was overpriced too.	0
I loved the fantastic waiter here.	1
The ambience here is awful and not worth the money.	0
The waiter was slow. The salad was underwhelming too.	0
We really regretted the underwhelming food tonight.	0
The dessert here is stale and not worth the money.	0
Absolutely burnt service, never coming back.	0
We really regretted the bland menu tonight.	0
I hated the horrible pasta here.	0
Such a outstanding experience with the soup.	1
flavorful waitress and a great atmosphere overall.	1
Absolutely quick restaurant, will come back again. The soup was friendly too.	1
Such a superb experience with the food.	1
I loved the friendly restaurant here.	1
Absolutely terrible pasta, never coming back. The bread was bad too.	0
disappointing food and a poor atmosphere overall.	0
The service was tasteless. The service was horrible too.	0
overpriced ambience and a poor atmosphere overall.	0
Absolutely awful dessert, never coming back.	0
The staff here is quick and worth every penny.	1
What a charming place, the salad exceeded expectations. The menu was impressive too.	1
I loved the impressive service here.	1
The service was fresh. The restaurant was amazing too.	1
Worst salad I've had in a long time, truly stale. The menu was bad too.	0
We really regretted the noisy dessert tonight.	0
I hated the overpriced dessert here.	0
The waiter was friendly. The bread was quick too.	1
We really regretted the slow service tonight. The sushi was greasy too.	0
The steak here is perfect and worth every penny.	1
The soup was slow. The bread was unfriendly too.	0
Worst pasta I've had in a long time, truly greasy. The staff was cold too.	0
Highly recommend, the bread was amazing. The bread was delightful too.	1
Worst ambience I've had in a long time, truly dirty.	0
Worst pasta I've had in a long time, truly greasy. The ambience was rude too.	0
Best waiter I've had in a long time, truly delightful. The sushi was delightful too.	1
Worst sushi I've had in a long time, truly awful.	0
Such a amazing experience with the ambience.	1
cold waitress and a poor atmosphere overall.	0
burnt pasta and a poor atmosphere overall. The food was greasy too.	0
slow chef and a poor atmosphere overall.	0
Absolutely terrible ambience, never coming back. The staff was dirty too.	0
The coffee was dirty. The menu was terrible too.	0
Such a bad experience with the staff.	0
We really regretted the mediocre staff tonight.	0
The steak was mediocre. The chef was noisy too.	0
Absolutely superb service, will come back again. The pasta was great too.	1
What a fresh place, the menu exceeded expectations. The chef was impressive too.	1
awful burger and a poor atmosphere overall.	0
I hated the disappointing dessert here.	0
What a generous place, the steak exceeded expectations. The chef was fantastic too.	1
Would not recommend, the soup was bland.	0
horrible bread and a poor atmosphere overall.	0
What a friendly place, the pasta exceeded expectations. The steak was friendly too.	1
Such a burnt experience with the place. The steak was unfriendly too.	0
Would not recommend, the sushi was stale.	0
Best bread I've had in a long time, truly amazing.	1
Such a rude experience with the service.	0
I hated the underwhelming sushi here.	0
I loved the amazing pizza here.	1
What a terrible place, the waiter fell far short. The sushi was overpriced too.	0
Absolutely tasty menu, will come back again.	1
Such a underwhelming experience with the salad.	0
What a disappointing place, the restaurant fell far short.	0
The ambience here is lovely and worth every penny. The bread was wonderful too.	1
Absolutely fresh steak, will come back again.	1
What a horrible place, the chef fell far short.	0
Absolutely perfect waiter, will come back again.	1
Absolutely delightful pizza, will come back again. The bread was outstanding too.	1
Absolutely awful restaurant, never coming back. The waiter was terrible too.	0
The soup here is cold and not worth the money.	0
bland food and a poor atmosphere overall.	0
Highly recommend, the pizza was excellent. The restaurant was tasty too.	1
I loved the flavorful pasta here.	1
What a wonderful place, the coffee exceeded expectations. The sushi was outstanding too.	1
Best steak I've had in a long time, truly great.	1
slow steak and a poor atmosphere overall. The chef was tasteless too.	0
What a impressive place, the waitress exceeded expectations.	1
Such a burnt experience with the menu. The food was horrible too.	0
Such a fresh experience with the pasta.	1
Absolutely mediocre waiter, never coming back.	0
We really regretted the bad sushi tonight.	0
bland menu and a poor atmosphere overall.	0
delicious coffee and a great atmosphere overall.	1
The pasta was underwhelming.	0
Such a terrible experience with the chef.	0
fresh service and a great atmosphere overall.	1
Worst steak I've had in a long time, truly unfriendly. The coffee was greasy too.	0
I loved the lovely restaurant here.	1
The service here is flavorful and worth every penny.	1
The restaurant here is underwhelming and not worth the money. The waitress was underwhelming too.	0
Absolutely soggy dessert, never coming back.	0
Best waitress I've had in a long time, truly wonderful.	1
Absolutely mediocre food, never coming back. The service was overpriced too.	0
Highly recommend, the ambience was tasty.	1
The dessert here is friendly and worth every penny.	1
What a lovely place, the staff exceeded expectations.	1
We really regretted the unfriendly steak tonight.	0
Highly recommend, the menu was fantastic.	1
We really regretted the noisy soup tonight.	0
What a stale place, the bread fell far short.	0
Would not recommend, the burger was unfriendly.	0
Worst soup I've had in a long time, truly unfriendly.	0
What a lovely place, the food exceeded expectations.	1
slow menu and a poor atmosphere overall.	0
Such a lovely experience with the waitress. The pizza was impressive too.	1
I loved the friendly burger here. The waiter was charming too.	1
I hated the burnt soup here.	0
What a outstanding place, the place exceeded expectations. The steak was fresh too.	1
The burger was amazing.	1
bad waiter and a poor atmosphere overall.	0
Such a wonderful experience with the waiter.	1
We really enjoyed the lovely coffee tonight. The waiter was outstanding too.	1
Highly recommend, the ambience was generous.	1
Highly recommend, the staff was cozy.	1
We really regretted the disappointing restaurant tonight.	0
The bread was flavorful. The bread was lovely too.	1
Highly recommend, the staff was friendly. The staff was tasty too.	1
Best burger I've had in a long time, truly impressive.	1
What a impressive place, the chef exceeded expectations.	1
The burger was horrible.	0
cozy steak and a great atmosphere overall.	1
What a stale place, the salad fell far short.	0
Highly recommend, the ambience was tasty. The food was delightful too.	1
Such a slow experience with the chef. The place was awful too.	0
What a awful place, the bread fell far short.	0
bland waitress and a poor atmosphere overall.	0
cold food and a poor atmosphere overall. The steak was bad too.	0
The coffee here is mediocre and not worth the money. The coffee was horrible too.	0
Best steak I've had in a long time, truly outstanding.	1
Absolutely fantastic dessert, will come back again. The waitress was perfect too.	1
The food was amazing. The chef was outstanding too.	1
Would not recommend, the coffee was mediocre.	0
Best pasta I've had in a long time, truly delicious. The ambience was superb too.	1
I hated the tasteless burger here. The burger was greasy too.	0
Would not recommend, the burger was bland.	0
The sushi was lovely. The menu was tasty too.	1
Highly recommend, the coffee was quick.	1
Such a soggy experience with the food.	0
I hated the awful sushi here.	0
Such a quick experience with the pizza. The salad was lovely too.	1
Such a wonderful experience with the burger.	1
Absolutely delicious waitress, will come back again. The steak was delicious too.	1
Highly recommend, the bread was delightful. The salad was perfect too.	1
The staff here is disappointing and not worth the money.	0
impressive food and a great atmosphere overall.	1
What a flavorful place, the salad exceeded expectations.	1
Absolutely flavorful soup, will come back again.	1
Would not recommend, the steak was slow. The menu was dirty too.	0
The ambience here is unfriendly and not worth the money.	0
The pasta was tasteless.	0
We really regretted the horrible dessert tonight. The coffee was terrible too.	0
We really enjoyed the outstanding soup tonight.	1
The pizza here is noisy and not worth the money.	0
Highly recommend, the steak was impressive. The waitress was amazing too.	1
The waiter here is delightful and worth every penny. The service was fresh too.	1
Highly recommend, the staff was superb.	1
Highly recommend, the restaurant was outstanding. The food was generous too.	1
Absolutely greasy menu, never coming back. The place was noisy too.	0
We really regretted the bad chef tonight. The waitress was bad too.	0
Worst dessert I've had in a long time, truly unfriendly.	0
I loved the lovely place here.	1
Highly recommend, the waitress was perfect.	1
Highly recommend, the menu was amazing.	1
Best restaurant I've had in a long time, truly delightful.	1
Highly recommend, the coffee was friendly.	1
What a cold place, the burger fell far short.	0
Absolutely fresh pizza, will come back again.	1
Worst waitress I've had in a long time, truly terrible.	0
The ambience here is delightful and worth every penny. The waitress was flavorful too.	1
Such a cozy experience with the pasta. The chef was tasty too.	1
horrible food and a poor atmosphere overall. The soup was disappointing too.	0
I hated the dirty staff here.	0
We really enjoyed the great coffee tonight.	1
Absolutely lovely restaurant, will come back again.	1
What a outstanding place, the dessert exceeded expectations. The salad was charming too.	1
amazing soup and a great atmosphere overall.	1
We really regretted the slow pizza tonight.	0
I loved the flavorful pizza here.	1
The coffee was noisy.	0
We really enjoyed the fresh waiter tonight.	1
The soup was awful.	0
The waitress here is tasteless and not worth the money.	0
The bread was generous.	1
We really regretted the stale bread tonight.	0
The soup here is outstanding and worth every penny. The chef was quick too.	1
Worst sushi I've had in a long time, truly tasteless. The coffee was bland too.	0
What a charming place, the bread exceeded expectations.	1
We really regretted the disappointing chef tonight.	0
I loved the impressive dessert here. The salad was delicious too.	1
The bread here is impressive and worth every penny. The salad was friendly too.	1
Would not recommend, the waiter was horrible. The burger was burnt too.	0
bad coffee and a poor atmosphere overall. The food was slow too.	0
underwhelming food and a poor atmosphere overall. The pizza was noisy too.	0
Absolutely cold ambience, never coming back. The salad was terrible too.	0
Highly recommend, the steak was great.	1
Absolutely cold bread, never coming back.	0
cozy bread and a great atmosphere overall.	1
Absolutely soggy place, never coming back.	0
The food was flavorful.	1
The ambience was delightful.	1
What a generous place, the service exceeded expectations. The sushi was wonderful too.	1
Absolutely charming soup, will come back again. The salad was fresh too.	1
Would not recommend, the pizza was stale.	0
What a greasy place, the waitress fell far short.	0
Best service I've had in a long time, truly fresh. The sushi was outstanding too.	1
What a soggy place, the chef fell far short.	0
Such a overpriced experience with the coffee. The chef was terrible too.	0
Such a generous experience with the sushi.	1
I hated the disappointing waiter here. The steak was awful too.	0
The steak was bad. The staff was soggy too.	0
What a unfriendly place, the sushi fell far short.	0
The pizza here is cozy and worth every penny.	1
The burger was stale. The coffee was burnt too.	0
I loved the fantastic menu here. The pasta was flavorful too.	1
Absolutely cold service, never coming back.	0
Such a awful experience with the steak.	0
Worst chef I've had in a long time, truly cold.	0
What a charming place, the ambience exceeded expectations. The service was impressive too.	1
What a generous place, the chef exceeded expectations.	1
Such a slow experience with the service.	0
Best pasta I've had in a long time, truly perfect.	1
stale pasta and a poor atmosphere overall.	0
The soup was lovely.	1
quick pizza and a great atmosphere overall.	1
bland food and a poor atmosphere overall. The restaurant was unfriendly too.	0
Such a underwhelming experience with the steak.	0
I hated the disappointing coffee here. The sushi was dirty too.	0
What a rude place, the chef fell far short.	0
Such a generous experience with the restaurant. The ambience was charming too.	1
Absolutely delicious menu, will come back again.	1
Highly recommend, the staff was outstanding. The pasta was excellent too.	1
Absolutely overpriced pizza, never coming back. The ambience was dirty too.	0
Worst staff I've had in a long time, truly burnt.	0
Such a charming experience with the burger.	1
We really regretted the terrible ambience tonight.	0
lovely pasta and a great atmosphere overall.	1
Absolutely friendly burger, will come back again.	1
Best dessert I've had in a long time, truly impressive.	1
The staff here is flavorful and worth every penny.	1
fantastic salad and a great atmosphere overall. The food was outstanding too.	1
Absolutely rude food, never coming back. The place was horrible too.	0
I hated the burnt soup here.	0
Such a cold experience with the pasta.	0
We really enjoyed the perfect pasta tonight. The service was impressive too.	1
Such a charming experience with the burger.	1
The chef was lovely.	1
Absolutely impressive restaurant, will come back again.	1
Such a overpriced experience with the pasta.	0
slow food and a poor atmosphere overall.	0
What a amazing place, the dessert exceeded expectations.	1
Absolutely friendly soup, will come back again. The menu was quick too.	1
We really enjoyed the generous ambience tonight. The ambience was quick too.	1
I hated the mediocre waitress here. The steak was horrible too.	0
Absolutely stale pizza, never coming back.	0
Absolutely slow service, never coming back. The pizza was stale too.	0
Highly recommend, the salad was impressive. The menu was generous too.	1
Such a charming experience with the waitress.	1
What a dirty place, the sushi fell far short.	0
We really enjoyed the flavorful place tonight.	1
The steak here is slow and not worth the money. The ambience was cold too.	0
The burger was lovely.	1
Worst menu I've had in a long time, truly overpriced. The pasta was horrible too.	0
The dessert here is quick and worth every penny. The ambience was delicious too.	1
burnt place and a poor atmosphere overall. The restaurant was horrible too.	0
What a bland place, the menu fell far short.	0
What a horrible place, the dessert fell far short.	0
Absolutely noisy dessert, never coming back.	0
bad sushi and a poor atmosphere overall.	0
The burger here is bland and not worth the money.	0
Highly recommend, the food was tasty. The waiter was outstanding too.	1
Such a great experience with the steak.	1
The burger here is lovely and worth every penny.	1
Absolutely underwhelming ambience, never coming back. The bread was overpriced too.	0
The soup here is terrible and not worth the money.	0
I loved the fresh pizza here. The dessert was perfect too.	1
Worst ambience I've had in a long time, truly bland.	0
Such a noisy experience with the pasta. The staff was cold too.	0
We really regretted the noisy burger tonight.	0
Worst chef I've had in a long time, truly noisy. The restaurant was terrible too.	0
What a terrible place, the pasta fell far short. The pizza was bad too.	0
quick sushi and a great atmosphere overall. The menu was delicious too.	1
Highly recommend, the coffee was superb. The place was charming too.	1
I loved the fresh sushi here. The soup was great too.	1
I loved the great steak here. The waitress was flavorful too.	1
Absolutely quick bread, will come back again.	1
Would not recommend, the food was underwhelming. The chef was cold too.	0
unfriendly service and a poor atmosphere overall.	0
The steak here is mediocre and not worth the money. The chef was awful too.	0
The waitress was burnt. The waitress was noisy too.	0
I loved the fresh menu here. The burger was excellent too.	1
amazing menu and a great atmosphere overall. The waiter was tasty too.	1
Highly recommend, the service was excellent.	1
The steak was tasteless.	0
The restaurant here is excellent and worth every penny.	1
Absolutely greasy place, never coming back. The waitress was underwhelming too.	0
Best service I've had in a long time, truly fantastic. The steak was impressive too.	1
The soup was wonderful. The ambience was quick too.	1
Would not recommend, the pizza was disappointing. The restaurant was slow too.	0
The burger was awful.	0
Absolutely impressive pizza, will come back again. The waiter was delicious too.	1
Absolutely friendly dessert, will come back again.	1
The place was unfriendly.	0
The place here is tasty and worth every penny.	1
What a fresh place, the menu exceeded expectations. The pizza was excellent too.	1
Would not recommend, the dessert was rude. The place was disappointing too.	0
What a fresh place, the waiter exceeded expectations. The waitress was lovely too.	1
Such a slow experience with the steak. The coffee was horrible too.	0
What a lovely place, the pasta exceeded expectations.	1
The food here is rude and not worth the money.	0
Such a quick experience with the waitress. The service was impressive too.	1
overpriced dessert and a poor atmosphere overall.	0
The sushi here is fresh and worth every penny.	1
Absolutely dirty bread, never coming back.	0
superb pizza and a great atmosphere overall.	1
Absolutely outstanding staff, will come back again.	1
Best ambience I've had in a long time, truly superb.	1
We really enjoyed the perfect staff tonight.	1
Best ambience I've had in a long time, truly excellent.	1
What a delicious place, the coffee exceeded expectations.	1
I loved the lovely waitress here. The dessert was fresh too.	1
What a friendly place, the pizza exceeded expectations.	1
We really enjoyed the lovely waiter tonight.	1
horrible burger and a poor atmosphere overall.	0
Such a tasteless experience with the pizza.	0
What a wonderful place, the waitress exceeded expectations.	1
Absolutely overpriced steak, never coming back. The ambience was underwhelming too.	0
The soup here is wonderful and worth every penny. The sushi was great too.	1
generous waiter and a great atmosphere overall.	1
Worst bread I've had in a long time, truly overpriced. The pasta was mediocre too.	0
Highly recommend, the bread was outstanding.	1
The pizza was impressive.	1
Would not recommend, the place was horrible. The soup was underwhelming too.	0
What a overpriced place, the soup fell far short.	0
great bread and a great atmosphere overall. The pizza was cozy too.	1
cold staff and a poor atmosphere overall.	0
We really regretted the disappointing coffee tonight. The pizza was terrible too.	0
We really enjoyed the tasty sushi tonight. The service was flavorful too.	1
I hated the terrible waiter here. The salad was mediocre too.	0
The sushi was burnt.	0
The restaurant here is friendly and worth every penny.	1
I hated the slow place here.	0
What a disappointing place, the ambience fell far short.	0
Absolutely friendly chef, will come back again. The burger was wonderful too.	1
excellent soup and a great atmosphere overall.	1
superb pasta and a great atmosphere overall. The menu was delightful too.	1
Absolutely bad place, never coming back.	0
The soup here is impressive and worth every penny. The ambience was impressive too.	1
I loved the cozy burger here.	1
rude place and a poor atmosphere overall.	0
What a lovely place, the ambience exceeded expectations.	1
We really enjoyed the quick salad tonight.	1
Highly recommend, the food was quick. The steak was fresh too.	1
The salad was fantastic. The ambience was fantastic too.	1
What a dirty place, the waiter fell far short. The ambience was overpriced too.	0
The soup here is delightful and worth every penny.	1
Such a great experience with the service. The burger was perfect too.	1
underwhelming menu and a poor atmosphere overall.	0
Highly recommend, the menu was perfect.	1
What a awful place, the pasta fell far short.	0
The burger was bland.	0
What a underwhelming place, the waitress fell far short. The staff was stale too.	0
I loved the great bread here.	1
What a noisy place, the pasta fell far short.	0
The staff was terrible.	0
Absolutely awful waiter, never coming back.	0
I loved the quick waitress here.	1
I loved the delicious bread here.	1
Such a delicious experience with the salad. The place was tasty too.	1
Best burger I've had in a long time, truly cozy. The burger was wonderful too.	1
Best service I've had in a long time, truly tasty. The waitress was delicious too.	1
I loved the impressive sushi here.	1
Such a fantastic experience with the soup.	1
I hated the awful ambience here. The sushi was cold too.	0
I hated the underwhelming staff here. The restaurant was cold too.	0
The soup was greasy.	0
The pasta was bad. The coffee was burnt too.	0
I loved the lovely staff here. The bread was generous too.	1
Absolutely tasteless pasta, never coming back.	0
Such a unfriendly experience with the staff.	0
Worst sushi I've had in a long time, truly soggy.	0
Such a mediocre experience with the pasta.	0
I loved the charming pizza here. The sushi was lovely too.	1
fantastic salad and a great atmosphere overall. The soup was lovely too.	1
Absolutely fresh waiter, will come back again. The pasta was delicious too.	1
I hated the overpriced staff here.	0
The menu was outstanding.	1
rude waitress and a poor atmosphere overall. The bread was stale too.	0
Absolutely outstanding dessert, will come back again.	1
The waiter here is flavorful and worth every penny.	1
Best food I've had in a long time, truly wonderful. The staff was generous too.	1
What a charming place, the soup exceeded expectations.	1
Highly recommend, the burger was cozy.	1
mediocre dessert and a poor atmosphere overall.	0
What a impressive place, the coffee exceeded expectations. The service was amazing too.	1
What a cold place, the dessert fell far short.	0
We really regretted the mediocre steak tonight. The ambience was disappointing too.	0
Would not recommend, the dessert was dirty. The restaurant was rude too.	0
We really regretted the bland chef tonight. The ambience was slow too.	0
Worst dessert I've had in a long time, truly horrible. The ambience was terrible too.	0
The sushi was amazing. The burger was fantastic too.	1
amazing pizza and a great atmosphere overall.	1
The waitress here is excellent and worth every penny. The coffee was generous too.	1
The place was amazing.	1
Would not recommend, the waitress was mediocre.	0
We really enjoyed the fantastic burger tonight. The restaurant was amazing too.	1
Absolutely quick sushi, will come back again. The place was fantastic too.	1
Absolutely rude dessert, never coming back. The bread was slow too.	0
Would not recommend, the waiter was rude. The food was burnt too.	0
Best burger I've had in a long time, truly flavorful.	1
Best coffee I've had in a long time, truly tasty.	1
The soup here is unfriendly and not worth the money. The burger was bland too.	0
The service here is charming and worth every penny.	1
Best place I've had in a long time, truly fresh.	1
Such a fantastic experience with the place. The food was outstanding too.	1
We really enjoyed the outstanding menu tonight.	1
What a soggy place, the waiter fell far short. The food was mediocre too.	0
Worst pasta I've had in a long time, truly cold.	0
What a awful place, the bread fell far short.	0
The coffee was fresh. The bread was amazing too.	1
The staff here is amazing and worth every penny. The pasta was outstanding too.	1
I loved the lovely pizza here.	1
I loved the cozy restaurant here.	1
We really enjoyed the lovely burger tonight.	1
Absolutely greasy chef, never coming back.	0
Highly recommend, the waiter was great.	1
The salad was fresh. The dessert was flavorful too.	1
Such a terrible experience with the bread.	0
Absolutely fantastic soup, will come back again. The salad was generous too.	1
overpriced burger and a poor atmosphere overall.	0
Worst food I've had in a long time, truly tasteless.	0
Worst dessert I've had in a long time, truly underwhelming.	0
Would not recommend, the pasta was terrible.	0
The waiter was noisy.	0
What a quick place, the salad exceeded expectations.	1
Absolutely dirty pasta, never coming back.	0
The bread was mediocre. The service was horrible too.	0
We really enjoyed the quick steak tonight. The chef was perfect too.	1
The dessert was generous. The steak was wonderful too.	1
I hated the mediocre chef here.	0
I loved the charming waitress here. The bread was delicious too.	1
Such a superb experience with the restaurant.	1
Such a stale experience with the coffee.	0
What a unfriendly place, the ambience fell far short. The salad was horrible too.	0
The pasta here is perfect and worth every penny.	1
Worst sushi I've had in a long time, truly rude.	0
The food here is burnt and not worth the money.	0
The pizza here is wonderful and worth every penny. The pasta was cozy too.	1
The food here is awful and not worth the money. The restaurant was greasy too.	0
Worst place I've had in a long time, truly tasteless. The ambience was unfriendly too.	0
Would not recommend, the place was tasteless. The chef was greasy too.	0
terrible soup and a poor atmosphere overall. The sushi was noisy too.	0
Absolutely terrible ambience, never coming back. The dessert was bad too.	0
Such a fresh experience with the service. The restaurant was delightful too.	1
The steak here is delightful and worth every penny. The pizza was great too.	1
Absolutely burnt steak, never coming back.	0
The pizza here is delicious and worth every penny. The restaurant was delightful too.	1
Absolutely horrible waitress, never coming back.	0
I hated the unfriendly salad here.	0
The place here is underwhelming and not worth the money.	0
Absolutely slow salad, never coming back. The staff was mediocre too.	0
Absolutely burnt chef, never coming back.	0
What a fresh place, the dessert exceeded expectations. The ambience was friendly too.	1
We really enjoyed the tasty salad tonight.	1
Such a horrible experience with the food.	0
Such a delicious experience with the dessert. The pizza was impressive too.	1
The waiter was soggy. The dessert was terrible too.	0
The waiter was wonderful.	1
I hated the awful soup here.	0
Best pizza I've had in a long time, truly tasty.	1
We really regretted the unfriendly sushi tonight. The service was terrible too.	0
Absolutely terrible service, never coming back.	0
I loved the quick steak here. The waiter was outstanding too.	1
We really enjoyed the perfect ambience tonight. The dessert was superb too.	1
The salad was greasy.	0
Absolutely delightful soup, will come back again. The pasta was superb too.	1
Such a slow experience with the menu. The ambience was bad too.	0
I loved the charming chef here. The ambience was lovely too.	1
Such a lovely experience with the chef.	1
The place here is unfriendly and not worth the money.	0
What a tasty place, the dessert exceeded expectations.	1
We really enjoyed the great place tonight.	1
mediocre waitress and a poor atmosphere overall. The dessert was rude too.	0
I loved the quick sushi here. The soup was excellent too.	1
Worst bread I've had in a long time, truly bland.	0
I hated the mediocre service here.	0
Absolutely awful salad, never coming back. The staff was cold too.	0
Would not recommend, the ambience was underwhelming.	0
terrible chef and a poor atmosphere overall.	0
Such a quick experience with the sushi. The restaurant was wonderful too.	1
I hated the underwhelming menu here.	0
I hated the slow soup here.	0
The ambience here is cozy and worth every penny.	1
Such a quick experience with the dessert.	1
The staff here is great and worth every penny.	1
Such a greasy experience with the salad. The food was overpriced too.	0
Such a tasteless experience with the chef.	0
Absolutely noisy bread, never coming back.	0
Absolutely tasty staff, will come back again. The dessert was delightful too.	1
horrible coffee and a poor atmosphere overall.	0
Highly recommend, the restaurant was flavorful.	1
Would not recommend, the place was underwhelming. The sushi was mediocre too.	0
I loved the impressive steak here.	1
Would not recommend, the steak was disappointing. The place was cold too.	0
terrible burger and a poor atmosphere overall.	0
mediocre waiter and a poor atmosphere overall. The waitress was bad too.	0
I loved the superb pizza here.	1
The sushi here is excellent and worth every penny. The dessert was fresh too.	1
Worst pizza I've had in a long time, truly underwhelming.	0
What a horrible place, the steak fell far short.	0
Would not recommend, the waitress was stale.	0
impressive pasta and a great atmosphere overall. The burger was impressive too.	1
I hated the dirty pasta here. The waitress was slow too.	0
terrible steak and a poor atmosphere overall.	0
Worst soup I've had in a long time, truly mediocre. The steak was cold too.	0
awful restaurant and a poor atmosphere overall.	0
We really enjoyed the quick chef tonight. The pizza was outstanding too.	1
We really enjoyed the delightful food tonight.	1
The menu here is stale and not worth the money.	0
What a slow place, the staff fell far short. The waitress was dirty too.	0
Absolutely excellent food, will come back again.	1
We really enjoyed the flavorful pasta tonight.	1
Worst food I've had in a long time, truly greasy.	0
Absolutely generous soup, will come back again. The coffee was lovely too.	1
The service was generous. The salad was cozy too.	1
The restaurant here is bland and not worth the money.	0
Such a fresh experience with the restaurant.	1
What a delicious place, the restaurant exceeded expectations.	1
I hated the tasteless burger here.	0
underwhelming ambience and a poor atmosphere overall.	0
amazing chef and a great atmosphere overall. The pizza was wonderful too.	1
Such a mediocre experience with the coffee. The staff was slow too.	0
The restaurant was amazing.	1
Would not recommend, the coffee was greasy.	0
The restaurant here is friendly and worth every penny.	1
Such a disappointing experience with the bread.	0
We really enjoyed the quick menu tonight.	1
Highly recommend, the ambience was amazing. The bread was delightful too.	1
I loved the flavorful ambience here.	1
Worst ambience I've had in a long time, truly terrible.	0
The burger here is unfriendly and not worth the money.	0
The salad was wonderful.	1
The dessert here is quick and worth every penny.	1
Such a cold experience with the service. The salad was dirty too.	0
Such a noisy experience with the staff. The food was bland too.	0
The place here is tasteless and not worth the money. The sushi was dirty too.	0
Would not recommend, the coffee was awful.	0
Would not recommend, the menu was soggy.	0
The service here is greasy and not worth the money.	0
The service was lovely. The staff was superb too.	1
Would not recommend, the ambience was horrible. The menu was tasteless too.	0
I loved the cozy menu here. The menu was flavorful too.	1
Worst pasta I've had in a long time, truly bad. The service was disappointing too.	0
The service was unfriendly. The ambience was soggy too.	0
The steak here is friendly and worth every penny.	1
Highly recommend, the sushi was generous. The staff was delightful too.	1
We really regretted the slow service tonight.	0
What a friendly place, the place exceeded expectations.	1
We really enjoyed the tasty bread tonight.	1
I loved the great waitress here. The ambience was quick too.	1
I loved the quick coffee here. The soup was flavorful too.	1
Worst ambience I've had in a long time, truly bad.	0
Such a tasty experience with the coffee. The staff was flavorful too.	1
The service was tasteless. The bread was disappointing too.	0
The dessert here is disappointing and not worth the money. The bread was bland too.	0
dirty soup and a poor atmosphere overall. The restaurant was burnt too.	0
Worst dessert I've had in a long time, truly overpriced.	0
What a impressive place, the pizza exceeded expectations.	1
The coffee here is excellent and worth every penny. The ambience was wonderful too.	1
We really regretted the bad place tonight. The service was bland too.	0
The steak here is burnt and not worth the money.	0
We really regretted the burnt waitress tonight.	0
Such a terrible experience with the menu. The coffee was tasteless too.	0
We really enjoyed the excellent menu tonight. The ambience was quick too.	1
Such a burnt experience with the soup. The staff was dirty too.	0
Best service I've had in a long time, truly excellent. The coffee was superb too.	1
I hated the mediocre pasta here.	0
We really regretted the burnt food tonight.	0
What a burnt place, the food fell far short.	0
We really regretted the terrible restaurant tonight.	0
Absolutely charming pizza, will come back again.	1
We really enjoyed the flavorful sushi tonight.	1
Highly recommend, the place was fantastic. The steak was wonderful too.	1
soggy sushi and a poor atmosphere overall. The salad was awful too.	0
I hated the bad food here. The service was slow too.	0
Such a wonderful experience with the burger. The pasta was flavorful too.	1
Best menu I've had in a long time, truly delicious.	1
We really regretted the bad sushi tonight. The salad was mediocre too.	0
What a noisy place, the place fell far short.	0
Best place I've had in a long time, truly friendly.	1
dirty waitress and a poor atmosphere overall.	0
The chef here is mediocre and not worth the money. The salad was horrible too.	0
Such a fresh experience with the coffee. The burger was amazing too.	1
Worst food I've had in a long time, truly unfriendly. The pasta was slow too.	0
Such a superb experience with the ambience.	1
Absolutely disappointing salad, never coming back. The staff was noisy too.	0
Such a perfect experience with the staff.	1
The food was bad. The pasta was underwhelming too.	0
The pizza was quick.	1
What a flavorful place, the steak exceeded expectations. The steak was delicious too.	1
I loved the delicious place here. The restaurant was quick too.	1
Highly recommend, the food was amazing. The ambience was superb too.	1
Such a noisy experience with the bread.	0
What a tasteless place, the chef fell far short.	0
Such a tasty experience with the bread. The coffee was cozy too.	1
We really regretted the dirty menu tonight.	0
I hated the rude salad here. The ambience was underwhelming too.	0
The soup here is bland and not worth the money. The coffee was mediocre too.	0
Such a greasy experience with the ambience.	0
I hated the disappointing food here.	0
